,concepts,sentence
448,['bridge' 'lake' 'walk'],people walking along the blue bridge on lake
449,['bridge' 'lake' 'walk'],A man is walking under a bridge in a shallow lake.
450,['farmer' 'horse' 'wagon'],a farmer in a wagon being pulled by a horse
451,['farmer' 'horse' 'wagon'],Horses and a farmer pulling wagons on a farm.
452,['farmer' 'horse' 'wagon'],farmers load the hay on a wagon pulled by horses
453,['airport' 'luggage' 'traveler'],the travelers wait for their luggage at the airport
454,['airport' 'luggage' 'traveler'],A group of travelers walking through an airport with luggage.
455,['airport' 'luggage' 'traveler'],travelers with luggage waiting in the lounge of the international airport
456,['dog' 'lie' 'yard'],a lazy dog lying in the yard
457,['dog' 'lie' 'yard'],"Two dogs, one lying down, play in a yard."
458,['bed' 'sleep' 'watch'],A boy sleeping in bed while watching TV.
459,['bed' 'sleep' 'watch'],happy parents watching their baby sleeping on a bed at home
460,['bed' 'sleep' 'watch'],A young girl sleeping in her bed as her mom is there to watch her
461,['beach' 'couple' 'lay'],a couple of people laying out on a beach
462,['beach' 'couple' 'lay'],couple laying in the sun on a shingle beach in summer
463,['camel' 'ground' 'lie'],camels at the fair ground which lies
464,['camel' 'ground' 'lie'],A couple of camels are lying on the ground next to their riders.
465,['family' 'giraffes' 'zoo'],looking on family of giraffes at the zoo
466,['family' 'giraffes' 'zoo'],A family is visiting a zoo and are looking at the giraffes.
467,['building' 'field' 'middle'],old farm buildings in the middle of field
468,['building' 'field' 'middle'],A red post in the middle of a field behind a building.
469,['pizza' 'plate' 'table'],a plate of pizza on a table 
470,['pizza' 'plate' 'table'],A table that has three plates of pizza.
471,['pizza' 'plate' 'table'],The pizza is on the plate on the table.
472,['meat' 'plate' 'vegetable'],We see a plate of meat and vegetables.
473,['meat' 'plate' 'vegetable'],Some meat and vegetables are on the plate.
474,['meat' 'plate' 'vegetable'],A plate has many vegetables and meats on it
475,['chair' 'couch' 'room'],A couch and a chair in a room.
476,['chair' 'couch' 'room'],a living room with couches and chairs
477,['chair' 'couch' 'room'],A brown couch is the only chair in the room.
478,['beach' 'chair' 'umbrella'],chairs and umbrella on a beach
479,['beach' 'chair' 'umbrella'],chair with umbrella near the beach
480,['beach' 'chair' 'umbrella'],deck chairs with umbrellas on the beach
481,['grass' 'graze' 'horse'],horse grazing the grass at sunrise
482,['grass' 'graze' 'horse'],a horse grazes on some green grass 
483,['grass' 'graze' 'horse'],Two horses grazing out in the grass 
484,['building' 'clock' 'top'],a clock on the top of a building
485,['building' 'clock' 'top'],a large building that has a clock at top
486,['building' 'clock' 'top'],A tan building with ornate clocks on top.
487,['field' 'graze' 'sheep'],sheep grazing in a field
488,['field' 'graze' 'sheep'],sheep grazing on the fields
489,['field' 'graze' 'sheep'],Six sheep are grazing in an open field
490,['bathroom' 'toilet' 'wall'],A toilet in a bathroom next to a wall.
491,['bathroom' 'toilet' 'wall'],A bathroom with white walls and a toilet 
492,['bathroom' 'toilet' 'wall'],two toilets in a bathroom with no privacy walls
493,['station' 'track' 'train'],a train on track at station
494,['station' 'track' 'train'],train tracks at the train station .
495,['station' 'track' 'train'],railroad tracks with trains in the station
496,['piece' 'pizza' 'plate'],A piece of pizza is on a plate
497,['piece' 'pizza' 'plate'],Two pieces of pizza are on the plate.
498,['piece' 'pizza' 'plate'],A plate topped with four pieces of pizza.
499,['park' 'station' 'train'],a long red train parked at a station
500,['park' 'station' 'train'],intercity train parked in the station
501,['park' 'station' 'train'],Sleek train that is parked at the station
502,['lot' 'motorcycle' 'park'],A motorcycle is parked on a gravel lot
503,['lot' 'motorcycle' 'park'],Motorcycles parked in a wet parking lot. 
504,['lot' 'motorcycle' 'park'],A lot of motorcycles parked next to each other.
505,['cloud' 'move' 'sky'],clouds moving on the sky
506,['cloud' 'move' 'sky'],cloud moving in a blue sky
507,['cloud' 'move' 'sky'],clouds moving across a sky with trees
508,['look' 'match' 'player'],players look during the match .
509,['look' 'match' 'player'],tennis player looks on during a match
510,['look' 'match' 'player'],soccer player looks on ahead of the match
511,['bridge' 'cross' 'train'],a train crossing a bridge .
512,['bridge' 'cross' 'train'],the steam train crosses a bridge
513,['bridge' 'cross' 'train'],train crossing the railway bridge
514,['airplane' 'cloud' 'fly'],airplane flying in the clouds
515,['airplane' 'cloud' 'fly'],airplane fly into a storm cloud
516,['airplane' 'cloud' 'fly'],An airplane is flying into a puffy cloud.
517,['park' 'track' 'train'],train parked on the tracks
518,['park' 'track' 'train'],a big train that is parked on a track
519,['park' 'track' 'train'],a train parked at the end of some tracks
520,['match' 'player' 'react'],player reacts during a match .
521,['match' 'player' 'react'],players react after the match .
522,['match' 'player' 'react'],football player reacts before the match .
523,['airplane' 'airport' 'park'],airplane parked at the airport
524,['airplane' 'airport' 'park'],airplanes parked in a row at an airport
525,['airplane' 'airport' 'park'],An airplane is parked outside of the airport.
526,['cheese' 'pizza' 'sauce'],A plate of pizza with cheese and sauce.
527,['cheese' 'pizza' 'sauce'],A pizza with cheese has white sauce on it.
528,['cheese' 'pizza' 'sauce'],Two large pizzas covered in sauce and cheese.
529,['track' 'train' 'tree'],train tracks through the trees
530,['track' 'train' 'tree'],a train on a track near many trees
531,['track' 'train' 'tree'],A train on the tracks going by some trees
532,['plane' 'sit' 'tarmac'],planes sit on the tarmac
533,['plane' 'sit' 'tarmac'],A plane that is sitting on a tarmac.
534,['plane' 'sit' 'tarmac'],An old war plane sits on the tarmac.
535,['building' 'track' 'train'],a train on a track near a building
536,['building' 'track' 'train'],train on elevated tracks within buildings
537,['building' 'track' 'train'],A train is on the tracks next to buildings.
538,['model' 'runway' 'walk'],models walk the runway as part
539,['model' 'runway' 'walk'],fashion model walks the runway
540,['model' 'runway' 'walk'],model walk the runway in creations .
541,['fan' 'match' 'player'],players greet fans after the match .
542,['fan' 'match' 'player'],other players wave at fans at end of the match .
543,['fan' 'match' 'player'],football player applauds the fans before a match
544,['cloud' 'sky' 'sun'],sun and clouds on the sky
545,['cloud' 'sky' 'sun'],sun behind a cloud with blue sky
546,['cloud' 'sky' 'sun'],clouds running in the sky with bright sun
547,['grass' 'graze' 'sheep'],sheep grazing on the grass
548,['grass' 'graze' 'sheep'],a sheep grazes on some green grass 
549,['grass' 'graze' 'sheep'],a group of sheeps grazing on grass .
550,['field' 'herd' 'sheep'],herd of sheep in a field
551,['field' 'herd' 'sheep'],A herd of white sheep on an endless green field.
552,['field' 'herd' 'sheep'],there are very large herds of sheep on a big field
553,['clock' 'hang' 'wall'],a clock hanging on a wall
554,['clock' 'hang' 'wall'],an old antique clock hanging on the wall 
555,['clock' 'hang' 'wall'],A wall of wrenches hung up and a red clock
556,['airport' 'park' 'plane'],planes parked at an airport
557,['airport' 'park' 'plane'],A US Army plane parked in am airport.
558,['airport' 'park' 'plane'],A large plane is parked at the airport.
559,['cheese' 'pizza' 'top'],A pizza is topped with sauce and cheese.
560,['cheese' 'pizza' 'top'],lastly topping with cheese and assembly of the pizzas
561,['cheese' 'pizza' 'top'],Whole fresh baked cheese topped pizza on serving board.
562,['hand' 'keyboard' 'type'],hands typing on a keyboard
563,['hand' 'keyboard' 'type'],man typing on the keyboard of the hand
564,['hand' 'keyboard' 'type'],female hands typing on keyboard of laptop in train .
565,['graze' 'horse' 'pasture'],horses graze in a pasture
566,['graze' 'horse' 'pasture'],plump horses graze on pasture
567,['graze' 'horse' 'pasture'],the horse is grazing in the pasture
568,['bathroom' 'shower' 'tub'],A bathroom has a tub but no shower.
569,['bathroom' 'shower' 'tub'],front bathroom with shower over tub .
570,['bathroom' 'shower' 'tub'],A bathroom with an enclosed tub and shower.
571,['city' 'track' 'train'],train on the track in city
572,['city' 'track' 'train'],A train on tracks outside of a city
573,['city' 'track' 'train'],A train going down the track near a city
574,['drive' 'track' 'train'],A train is driving on the tracks.
575,['drive' 'track' 'train'],Many trains drive on top of train tracks. 
576,['drive' 'track' 'train'],Two white trains drive along the train track.
577,['bridge' 'train' 'travel'],A blue train traveling over a  bridge.
578,['bridge' 'train' 'travel'],Two trains travel on tracks on a bridge
579,['bridge' 'train' 'travel'],Two fast trains travel along an old bridge.
580,['boat' 'bridge' 'pass'],boats pass an open bridge
581,['boat' 'bridge' 'pass'],boat passing under a bridge
582,['boat' 'bridge' 'pass'],boat passes under the bridge
583,['chair' 'table' 'window'],a table with chairs near a window 
584,['chair' 'table' 'window'],reclining chair and table by the window
585,['cloud' 'day' 'sky'],sky with clouds on a sunny day
586,['cloud' 'day' 'sky'],blue sky in a cloud covered day
587,['cloud' 'day' 'sky'],clouds and skies in the sunny day
588,['field' 'flock' 'sheep'],flock of sheep in a field
589,['field' 'flock' 'sheep'],flock of sheep lying on the field
590,['field' 'flock' 'sheep'],flock of sheep grazing on a green field in the countryside
591,['flower' 'garden' 'grow'],flowers grown in a garden
592,['flower' 'garden' 'grow'],dahlia flower growing in the garden
593,['flower' 'garden' 'grow'],fast growing flowers for your garden .
594,['couch' 'fireplace' 'room'],A couch in a living room by a fireplace.
595,['couch' 'fireplace' 'room'],There is a room with a fireplace and couches.
596,['bathroom' 'mirror' 'wall'],A mirror on a wall in a bathroom. 
597,['bathroom' 'mirror' 'wall'],a bathroom with pink walls and a big mirror 
598,['bathroom' 'mirror' 'wall'],A bathroom decorated with mirrors on the wall.
599,['building' 'top' 'tower'],water tower on top of a building
600,['building' 'top' 'tower'],the tower and small building at the top .
601,['building' 'top' 'tower'],a large building with a clock tower at top.
602,['stop' 'track' 'train'],train which has stopped on tracks
603,['stop' 'track' 'train'],trains stop high speed on the tracks
604,['stop' 'track' 'train'],a very long train stopped on the track
605,['pizza' 'table' 'topping'],a pizza with toppings on it on a table
606,['pizza' 'table' 'topping'],The pizza on the table has many toppings.
607,['pizza' 'table' 'topping'],A pizza with topping that has been served to a table
608,['cake' 'decorate' 'flower'],a cake decorated by flowers .
609,['cake' 'decorate' 'flower'],decorating the wedding cake with flowers
610,['cake' 'decorate' 'flower'],learn how to decorate a cake with flowers
611,['fish' 'market' 'sale'],fish for sale the market
612,['fish' 'market' 'sale'],fish for sale in a market
613,['fish' 'market' 'sale'],fish on sale in the market
614,['front' 'track' 'train'],front of a train on the tracks
615,['front' 'track' 'train'],Train comes down tracks in front of old castle.
616,['front' 'track' 'train'],A train with a yellow front next to an empty track.
617,['coffee' 'cup' 'donut'],a cup of coffee and a donut
618,['coffee' 'cup' 'donut'],cup of coffee with donuts on the wood .
619,['coffee' 'cup' 'donut'],Two plain donuts next to a cup of coffee.
620,['cattle' 'field' 'herd'],herd of cattle in a field
621,['cattle' 'field' 'herd'],A herd of cattle grazing on lush green field.
622,['cattle' 'field' 'herd'],couple out in the field checking on herd of cattle
623,['bathroom' 'hang' 'towel'],towel hangs on the wall in bathroom
624,['bathroom' 'hang' 'towel'],There is a towel hanging in the bathroom.
625,['bathroom' 'hang' 'towel'],An all white bathroom with a hanging towel
626,['library' 'student' 'study'],students study in the library
627,['library' 'student' 'study'],a student studying in a library
628,['library' 'student' 'study'],student studying at the library
629,['graze' 'horse' 'meadow'],horses graze in a meadow
630,['graze' 'horse' 'meadow'],horse grazing on a meadow
631,['graze' 'horse' 'meadow'],horse grazing the grass in the meadow
632,['countryside' 'train' 'travel'],train traveling through the countryside
633,['countryside' 'train' 'travel'],travelling on a train through countryside .
634,['countryside' 'train' 'travel'],A train traveling along a lush green countryside.
635,['cloud' 'mountain' 'sky'],mountain under the blue sky with clouds .
636,['cloud' 'mountain' 'sky'],wide shot of clouds in the sky and mountains
637,['cloud' 'mountain' 'sky'],trees on a mountain under white clouds in the sky .
638,['station' 'train' 'travel'],train on the station who travel
639,['station' 'train' 'travel'],A red train traveling down a train station.
640,['station' 'train' 'travel'],An electric train traveling next to its station
641,['couch' 'room' 'wall'],a living room with couches near a wall
